SZ000008440,20220109,TMAX,59,,,E,
SZ000008440,20220109,TMIN,12,,,E,
SZ000008440,20220109,PRCP,13,,,E,
SZ000008440,20220109,SNWD,0,,,E,
SZ000008440,20220109,TAVG,31,H,,S,
SZ000009480,20220109,TMAX,80,,,E,
SZ000009480,20220109,TMIN,8,,,E,
SZ000009480,20220109,PRCP,0,,,E,
SZ000009480,20220109,SNWD,0,,,E,
SZ000009480,20220109,TAVG,17,H,,S,
SZE00105086,20220109,TMAX,32,,,E,
SZE00105086,20220109,TMIN,2,,,E,
SZE00105086,20220109,PRCP,8,,,E,
SZE00105086,20220109,SNWD,100,,,E,
SZE00105086,20220109,TAVG,13,H,,S,
SZE00116090,20220109,TMAX,45,,,E,
SZE00116090,20220109,TMIN,2,,,E,
SZE00116090,20220109,PRCP,33,,,E,
SZE00116090,20220109,TAVG,32,H,,S,
SZM00006796,20220109,TMIN,-81,,,S,
SZM00006796,20220109,TAVG,-41,H,,S,
SZ000001940,20220110,TMAX,50,,,E,
SZ000001940,20220110,TMIN,-21,,,E,
SZ000001940,20220110,PRCP,0,,,E,
SZ000001940,20220110,SNWD,0,,,E,
SZ000001940,20220110,TAVG,20,H,,S,
SZ000002220,20220110,TMAX,-104,,,E,
SZ000002220,20220110,TMIN,-139,,,E,
SZ000002220,20220110,PRCP,4,,,E,
SZ000002220,20220110,SNWD,2960,,,E,
SZ000002220,20220110,TAVG,-124,H,,S,
SZ000003700,20220110,TMAX,16,,,E,
SZ000003700,20220110,TMIN,-4,,,E,
SZ000003700,20220110,PRCP,3,,,E,
SZ000003700,20220110,SNWD,50,,,E,
SZ000003700,20220110,TAVG,6,H,,S,
SZ000006717,20220110,TMAX,-102,,,E,
SZ000006717,20220110,TMIN,-134,,,E,
SZ000006717,20220110,PRCP,2,,,E,
SZ000006717,20220110,TAVG,-117,H,,S,
SZ000008440,20220110,TMAX,51,,,E,
SZ000008440,20220110,TMIN,-9,,,E,
SZ000008440,20220110,PRCP,0,,,E,
SZ000008440,20220110,SNWD,0,,,E,
SZ000008440,20220110,TAVG,24,H,,S,
SZ000009480,20220110,TMAX,109,,,E,
SZ000009480,20220110,TMIN,-4,,,E,
SZ000009480,20220110,PRCP,0,,,E,
SZ000009480,20220110,SNWD,0,,,E,
SZ000009480,20220110,TAVG,37,H,,S,
SZE00105086,20220110,TMAX,36,,,E,
SZE00105086,20220110,TMIN,-26,,,E,
SZE00105086,20220110,PRCP,0,,,E,
SZE00105086,20220110,SNWD,40,,,E,
SZE00105086,20220110,TAVG,9,H,,S,
SZE00116090,20220110,TMAX,45,,,E,
SZE00116090,20220110,TMIN,-20,,,E,
SZE00116090,20220110,PRCP,0,,,E,
SZE00116090,20220110,TAVG,11,H,,S,
SZM00006796,20220110,TMIN,-72,,,S,
SZM00006796,20220110,TAVG,-49,H,,S,
SZ000001940,20220111,TMAX,-1,,,E,
SZ000001940,20220111,TMIN,-32,,,E,
SZ000001940,20220111,PRCP,0,,,E,
SZ000001940,20220111,SNWD,0,,,E,
SZ000001940,20220111,TAVG,-15,H,,S,
SZ000002220,20220111,TMAX,-76,,,E,
SZ000002220,20220111,TMIN,-119,,,E,
